model_name,method,gpu_model,tokens_per_sample,batch_size,number_gpus,number_nodes
llama3-70b,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,4.0,1.0
llama3-70b,lora,NVIDIA-A100-80GB-PCIe,8192.0,4.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,16.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,2.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,32.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,4.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,8.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,16.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,2.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,4.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,8.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,2.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,4.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,8.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,16.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,2.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,32.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,4.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,64.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,8.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,8192.0,2.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,8192.0,4.0,2.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,128.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,16.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,32.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,4.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,64.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,1024.0,8.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,16.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,32.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,4.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,64.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,2048.0,8.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,16.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,32.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,4.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,4096.0,8.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,128.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,16.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,32.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,4.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,64.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,512.0,8.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,8192.0,16.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,8192.0,4.0,4.0,1.0
granite-8b-japanese,full,NVIDIA-A100-80GB-PCIe,8192.0,8.0,4.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,512.0,64.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,512.0,4.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,512.0,32.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,512.0,2.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,512.0,16.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,512.0,128.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,4096.0,8.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,4096.0,4.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,4096.0,2.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,4096.0,16.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,2048.0,8.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,16.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,2.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,32.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,8.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,128.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,2.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,64.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,16.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,2.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,4.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,8.0,2.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,1024.0,128.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,1024.0,16.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,1024.0,32.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,1024.0,4.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,1024.0,64.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,1024.0,8.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,2048.0,128.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,2048.0,16.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,2048.0,32.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,2048.0,4.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,2048.0,64.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,2048.0,8.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,16.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,32.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,64.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,4096.0,8.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,128.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,64.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,16.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,32.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,4.0,4.0,1.0
llama-7b,lora,NVIDIA-A100-80GB-PCIe,8192.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,32.0,4.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,2048.0,4.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,2048.0,32.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,2048.0,2.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,2048.0,16.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,1024.0,8.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,1024.0,64.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,64.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,128.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,64.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,128.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,128.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,128.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,8192.0,8.0,4.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,1024.0,4.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,1024.0,32.0,2.0,1.0
mixtral-8x7b-instruct-v0.1,lora,NVIDIA-A100-SXM4-80GB,1024.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,64.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,64.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,128.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,32.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,64.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,16.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,2.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,4.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,8.0,2.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,128.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,1024.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,128.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,2048.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,4096.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,128.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,64.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,512.0,8.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,16.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,32.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,4.0,4.0,1.0
granite-7b-base,lora,NVIDIA-A100-SXM4-80GB,8192.0,8.0,4.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,1.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,16.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,2.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,32.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,4.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,8.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,1.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,16.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,2.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,4.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,8.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,1.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,2.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,8.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,1.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,2.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,64.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,8192.0,1.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,8192.0,2.0,1.0,1.0
granite-13b-v2,lora,NVIDIA-A100-80GB-PCIe,8192.0,4.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,1.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,16.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,2.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,4.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,1024.0,8.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,1.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,2.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,4.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,2048.0,8.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,1.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,2.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,1.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,2.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,8192.0,1.0,1.0,1.0
granite-20b-v2,lora,NVIDIA-A100-80GB-PCIe,8192.0,2.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,1.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,2.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,4.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,1.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,2.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,1.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,512.0,1.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,512.0,2.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,1.0,1.0
granite-34b-code-base,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,1.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,16.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,2.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,32.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,4.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,64.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,1024.0,8.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,1.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,16.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,2.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,32.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,4.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,2048.0,8.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,1.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,16.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,2.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,4.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,4096.0,8.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,1.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,128.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,16.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,2.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,32.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,4.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,64.0,1.0,1.0
granite-7b-base,lora,NVIDIA-A100-80GB-PCIe,512.0,8.0,1.0,1.0
